session_id,route,facility,search_term,dwell_seconds,converted_to_report,observed_at
WS-000332,/report,Aryabhatt Bhawan III,water,67,0,2025-08-18T06:00:00+05:30
WS-000333,/help,Annapurna / Main Mess,water,119,1,2025-08-18T08:00:00+05:30
WS-000334,/explore,Aryabhatt Bhawan II,lab,53,0,2025-08-18T10:00:00+05:30
WS-000335,/explore,H5 Boys Hostel,water,27,0,2025-08-18T13:00:00+05:30
WS-000336,/report,Girls Hostel,projector,29,0,2025-08-18T09:00:00+05:30
WS-000337,/explore,A2/2,queue,50,0,2025-08-18T14:00:00+05:30
WS-000338,/report,H5 Boys Hostel,projector,13,0,2025-08-18T17:00:00+05:30
WS-000339,/status,CL15,cleaning,34,0,2025-08-18T16:00:00+05:30
WS-000340,/help,Sports Complex,wifi,46,0,2025-08-18T19:00:00+05:30
WS-000341,/status,Administration Block,cleaning,12,0,2025-08-18T15:00:00+05:30
WS-000342,/report,Administration Block,wifi,34,0,2025-08-18T17:00:00+05:30
WS-000343,/explore,CL22,wifi,18,1,2025-08-18T17:00:00+05:30
WS-000344,/campus-map,Aryabhatt Bhawan II,queue,28,0,2025-08-18T19:00:00+05:30
WS-000345,/help,Auditorium,projector,54,0,2025-08-18T17:00:00+05:30
WS-000346,/status,Main Gate,wifi,35,1,2025-08-18T20:00:00+05:30
WS-000347,/report,Sports Complex,parking,16,0,2025-08-19T02:00:00+05:30
WS-000348,/report,A2/2,queue,17,0,2025-08-18T22:00:00+05:30
WS-000349,/report,Aryabhatt Bhawan III,wifi,99,0,2025-08-19T01:00:00+05:30
WS-000350,/campus-map,Aryabhatt Bhawan II,queue,67,0,2025-08-18T22:00:00+05:30
WS-000351,/help,CL3,water,12,0,2025-08-18T23:00:00+05:30
WS-000352,/help,H4 Boys Hostel,lab,44,0,2025-08-19T04:00:00+05:30
WS-000353,/report,Aryabhatt Bhawan III,lab,18,0,2025-08-19T06:00:00+05:30
WS-000354,/explore,Aryabhatt Bhawan II,wifi,13,0,2025-08-19T07:00:00+05:30
WS-000355,/report,Sports Complex,wifi,46,0,2025-08-19T10:00:00+05:30
WS-000356,/status,Aryabhatt Bhawan II,parking,24,0,2025-08-19T08:00:00+05:30
WS-000357,/campus-map,Sports Complex,parking,21,1,2025-08-19T11:00:00+05:30
WS-000358,/report,Parking,wifi,10,0,2025-08-19T08:00:00+05:30
WS-000359,/report,A2/1,cleaning,108,0,2025-08-19T08:00:00+05:30
WS-000360,/help,Girls Hostel,lab,35,0,2025-08-19T08:00:00+05:30
WS-000361,/report,A2/2,projector,21,0,2025-08-19T10:00:00+05:30
WS-000362,/report,Aryabhatt Bhawan II,queue,29,0,2025-08-19T13:00:00+05:30
WS-000363,/status,Auditorium,queue,39,0,2025-08-19T11:00:00+05:30
WS-000364,/report,ECE Labs,queue,35,0,2025-08-19T18:00:00+05:30
WS-000365,/help,Aryabhatt Bhawan III,lab,29,0,2025-08-19T20:00:00+05:30
WS-000366,/report,A2/2,cleaning,58,0,2025-08-19T15:00:00+05:30
WS-000367,/explore,CL15,lab,47,0,2025-08-19T21:00:00+05:30
WS-000368,/status,Aryabhatt Bhawan III,projector,47,0,2025-08-19T18:00:00+05:30
WS-000369,/status,Aryabhatt Bhawan III,projector,41,1,2025-08-19T19:00:00+05:30
WS-000370,/explore,Annapurna / Main Mess,cleaning,21,0,2025-08-19T20:00:00+05:30
WS-000371,/status,Main Gate,wifi,10,1,2025-08-19T23:00:00+05:30
WS-000372,/status,A2/2,wifi,8,0,2025-08-20T03:00:00+05:30
WS-000373,/explore,A2/2,projector,11,1,2025-08-20T00:00:00+05:30
WS-000374,/help,CL1,parking,7,0,2025-08-20T00:00:00+05:30
WS-000375,/help,A2/2,projector,64,1,2025-08-20T03:00:00+05:30
WS-000376,/help,A2/1,wifi,27,0,2025-08-20T03:00:00+05:30
WS-000377,/status,Administration Block,parking,110,1,2025-08-20T07:00:00+05:30
WS-000378,/campus-map,H4 Boys Hostel,lab,30,0,2025-08-20T02:00:00+05:30
WS-000379,/help,Annapurna / Main Mess,lab,10,0,2025-08-20T03:00:00+05:30
WS-000380,/status,Water Points,queue,42,0,2025-08-20T06:00:00+05:30
WS-000381,/help,CL1,projector,77,0,2025-08-20T08:00:00+05:30
WS-000382,/help,Auditorium,queue,38,0,2025-08-20T09:00:00+05:30
WS-000383,/status,CL1,wifi,13,0,2025-08-20T14:00:00+05:30
WS-000384,/explore,A2/2,wifi,44,0,2025-08-20T08:00:00+05:30
WS-000385,/explore,H4 Boys Hostel,projector,41,0,2025-08-20T09:00:00+05:30
WS-000386,/report,Annapurna / Main Mess,queue,22,0,2025-08-20T10:00:00+05:30
WS-000387,/campus-map,CL15,wifi,39,0,2025-08-20T17:00:00+05:30
WS-000388,/explore,H4 Boys Hostel,cleaning,35,1,2025-08-20T14:00:00+05:30
WS-000389,/help,H4 Boys Hostel,wifi,64,0,2025-08-20T18:00:00+05:30
WS-000390,/campus-map,Washrooms,cleaning,10,1,2025-08-20T14:00:00+05:30
WS-000391,/explore,Administration Block,lab,38,0,2025-08-20T22:00:00+05:30
WS-000392,/help,Water Points,lab,95,1,2025-08-20T17:00:00+05:30
WS-000393,/explore,CL22,wifi,15,1,2025-08-21T00:00:00+05:30
WS-000394,/report,CL22,parking,64,1,2025-08-21T00:00:00+05:30
WS-000395,/status,Aryabhatt Bhawan III,projector,24,0,2025-08-20T21:00:00+05:30
WS-000396,/report,Annapurna / Main Mess,lab,46,0,2025-08-21T00:00:00+05:30
WS-000397,/help,LRC,queue,52,0,2025-08-21T00:00:00+05:30
WS-000398,/report,H5 Boys Hostel,queue,36,0,2025-08-21T00:00:00+05:30
WS-000399,/explore,CL3,queue,107,0,2025-08-20T23:00:00+05:30
WS-000400,/explore,Cafeteria / Canteen,lab,5,0,2025-08-21T06:00:00+05:30
WS-000401,/help,Sports Complex,wifi,75,0,2025-08-21T01:00:00+05:30
WS-000402,/help,Washrooms,projector,109,0,2025-08-21T06:00:00+05:30
WS-000403,/explore,Water Points,wifi,20,0,2025-08-21T09:00:00+05:30
WS-000404,/help,Aryabhatt Bhawan II,parking,20,0,2025-08-21T09:00:00+05:30
WS-000405,/explore,Administration Block,water,10,0,2025-08-21T09:00:00+05:30
WS-000406,/campus-map,Administration Block,queue,67,0,2025-08-21T07:00:00+05:30
WS-000407,/explore,CL1,parking,33,1,2025-08-21T09:00:00+05:30
WS-000408,/explore,Main Gate,queue,35,1,2025-08-21T08:00:00+05:30
WS-000409,/report,A2/2,lab,70,0,2025-08-21T16:00:00+05:30
WS-000410,/campus-map,Aryabhatt Bhawan II,projector,28,1,2025-08-21T12:00:00+05:30
WS-000411,/help,Girls Hostel,water,36,0,2025-08-21T16:00:00+05:30
WS-000412,/status,ECE Labs,queue,9,1,2025-08-21T18:00:00+05:30
WS-000413,/explore,H4 Boys Hostel,lab,46,0,2025-08-21T18:00:00+05:30
WS-000414,/help,Auditorium,wifi,15,0,2025-08-21T15:00:00+05:30
WS-000415,/help,Aryabhatt Bhawan II,projector,38,1,2025-08-21T16:00:00+05:30
WS-000416,/status,Cafeteria / Canteen,parking,53,0,2025-08-21T18:00:00+05:30
WS-000417,/campus-map,Aryabhatt Bhawan III,queue,40,0,2025-08-21T20:00:00+05:30
WS-000418,/explore,Parking,parking,14,0,2025-08-21T19:00:00+05:30
WS-000419,/status,Cafeteria / Canteen,queue,79,0,2025-08-21T21:00:00+05:30
WS-000420,/explore,Sports Complex,projector,35,0,2025-08-21T23:00:00+05:30
WS-000421,/status,Administration Block,parking,44,1,2025-08-22T03:00:00+05:30
WS-000422,/campus-map,CL3,water,20,0,2025-08-22T03:00:00+05:30
WS-000423,/status,ECE Labs,queue,44,0,2025-08-22T06:00:00+05:30
WS-000424,/help,Aryabhatt Bhawan III,queue,43,0,2025-08-22T05:00:00+05:30
WS-000425,/help,A2/1,lab,66,0,2025-08-22T01:00:00+05:30
WS-000426,/campus-map,A2/1,lab,31,0,2025-08-22T04:00:00+05:30
WS-000427,/help,Aryabhatt Bhawan III,queue,67,0,2025-08-22T10:00:00+05:30
WS-000428,/help,Aryabhatt Bhawan II,water,82,0,2025-08-22T07:00:00+05:30
WS-000429,/status,Cafeteria / Canteen,queue,15,0,2025-08-22T12:00:00+05:30
WS-000430,/help,Sports Complex,wifi,25,1,2025-08-22T09:00:00+05:30
WS-000431,/report,CL22,parking,35,0,2025-08-22T11:00:00+05:30
WS-000432,/status,Annapurna / Main Mess,cleaning,30,0,2025-08-22T14:00:00+05:30
WS-000433,/help,CL3,projector,60,0,2025-08-22T09:00:00+05:30
WS-000434,/help,Main Gate,cleaning,65,0,2025-08-22T14:00:00+05:30
WS-000435,/explore,CL15,queue,93,0,2025-08-22T18:00:00+05:30
WS-000436,/help,Cafeteria / Canteen,wifi,49,0,2025-08-22T14:00:00+05:30
WS-000437,/help,A2/2,cleaning,29,0,2025-08-22T16:00:00+05:30
WS-000438,/help,Aryabhatt Bhawan II,cleaning,34,0,2025-08-22T17:00:00+05:30
WS-000439,/campus-map,H4 Boys Hostel,lab,60,0,2025-08-22T18:00:00+05:30
WS-000440,/report,Girls Hostel,wifi,15,0,2025-08-22T20:00:00+05:30
WS-000441,/campus-map,H5 Boys Hostel,projector,17,0,2025-08-22T17:00:00+05:30
WS-000442,/explore,A2/2,cleaning,73,0,2025-08-22T22:00:00+05:30
WS-000443,/report,A2/2,projector,67,0,2025-08-22T22:00:00+05:30
WS-000444,/explore,A2/2,queue,51,0,2025-08-23T03:00:00+05:30
WS-000445,/help,CL22,wifi,44,0,2025-08-22T23:00:00+05:30
WS-000446,/status,Water Points,wifi,45,0,2025-08-23T01:00:00+05:30
WS-000447,/help,CL3,lab,64,0,2025-08-23T04:00:00+05:30
WS-000448,/status,Aryabhatt Bhawan III,queue,47,0,2025-08-23T01:00:00+05:30
WS-000449,/help,Washrooms,water,38,1,2025-08-23T04:00:00+05:30
WS-000450,/report,A2/1,queue,122,0,2025-08-23T07:00:00+05:30
WS-000451,/status,Parking,lab,83,0,2025-08-23T06:00:00+05:30
WS-000452,/report,Aryabhatt Bhawan II,parking,49,0,2025-08-23T10:00:00+05:30
WS-000453,/help,Sports Complex,water,43,0,2025-08-23T09:00:00+05:30
WS-000454,/help,Cafeteria / Canteen,parking,103,1,2025-08-23T06:00:00+05:30
WS-000455,/help,Cafeteria / Canteen,lab,54,0,2025-08-23T13:00:00+05:30
WS-000456,/campus-map,Aryabhatt Bhawan III,queue,53,0,2025-08-23T10:00:00+05:30
WS-000457,/report,CL1,parking,118,0,2025-08-23T15:00:00+05:30
WS-000458,/report,Washrooms,parking,23,0,2025-08-23T11:00:00+05:30
WS-000459,/report,Aryabhatt Bhawan III,projector,25,1,2025-08-23T15:00:00+05:30
WS-000460,/help,ECE Labs,queue,20,0,2025-08-23T18:00:00+05:30
WS-000461,/explore,H5 Boys Hostel,parking,28,0,2025-08-23T15:00:00+05:30
WS-000462,/help,Parking,water,19,0,2025-08-23T18:00:00+05:30
WS-000463,/campus-map,LRC,water,30,0,2025-08-23T17:00:00+05:30
WS-000464,/campus-map,Administration Block,wifi,22,0,2025-08-23T17:00:00+05:30
WS-000465,/status,CL15,queue,18,0,2025-08-23T20:00:00+05:30
WS-000466,/explore,Water Points,parking,127,0,2025-08-23T22:00:00+05:30
WS-000467,/status,Aryabhatt Bhawan II,queue,81,1,2025-08-23T22:00:00+05:30
WS-000468,/explore,Cafeteria / Canteen,projector,59,0,2025-08-23T21:00:00+05:30
WS-000469,/campus-map,Girls Hostel,water,8,0,2025-08-24T03:00:00+05:30
WS-000470,/campus-map,CL22,queue,22,0,2025-08-24T03:00:00+05:30
WS-000471,/report,H4 Boys Hostel,projector,12,0,2025-08-24T02:00:00+05:30
WS-000472,/report,Auditorium,lab,18,0,2025-08-24T07:00:00+05:30
WS-000473,/explore,H4 Boys Hostel,water,15,0,2025-08-24T01:00:00+05:30
WS-000474,/explore,A2/2,queue,59,0,2025-08-24T06:00:00+05:30
WS-000475,/campus-map,Auditorium,wifi,35,0,2025-08-24T08:00:00+05:30
WS-000476,/status,A2/1,wifi,65,1,2025-08-24T10:00:00+05:30
WS-000477,/help,ECE Labs,water,11,0,2025-08-24T05:00:00+05:30
WS-000478,/campus-map,LRC,queue,7,0,2025-08-24T13:00:00+05:30
WS-000479,/help,H5 Boys Hostel,water,94,0,2025-08-24T13:00:00+05:30
WS-000480,/report,Aryabhatt Bhawan III,projector,12,0,2025-08-24T12:00:00+05:30
WS-000481,/report,H4 Boys Hostel,queue,15,0,2025-08-24T11:00:00+05:30
WS-000482,/report,Girls Hostel,parking,10,1,2025-08-24T13:00:00+05:30
WS-000483,/help,Aryabhatt Bhawan II,parking,20,0,2025-08-24T15:00:00+05:30
WS-000484,/explore,CL22,queue,7,0,2025-08-24T18:00:00+05:30
WS-000485,/report,A2/2,parking,60,0,2025-08-24T14:00:00+05:30
WS-000486,/status,H4 Boys Hostel,parking,18,0,2025-08-24T21:00:00+05:30
WS-000487,/help,H5 Boys Hostel,wifi,48,1,2025-08-24T19:00:00+05:30
WS-000488,/campus-map,CL15,lab,19,0,2025-08-24T18:00:00+05:30
WS-000489,/report,Parking,cleaning,28,0,2025-08-24T20:00:00+05:30
WS-000490,/campus-map,A2/2,wifi,75,0,2025-08-24T20:00:00+05:30
WS-000491,/status,Administration Block,cleaning,16,0,2025-08-24T19:00:00+05:30
WS-000492,/report,Parking,lab,18,0,2025-08-25T02:00:00+05:30
WS-000493,/explore,Auditorium,queue,21,1,2025-08-25T02:00:00+05:30
WS-000494,/campus-map,Cafeteria / Canteen,cleaning,23,0,2025-08-25T03:00:00+05:30
WS-000495,/campus-map,CL3,cleaning,12,0,2025-08-25T06:00:00+05:30
WS-000496,/explore,Cafeteria / Canteen,queue,29,0,2025-08-25T00:00:00+05:30
WS-000497,/campus-map,LRC,projector,5,0,2025-08-25T02:00:00+05:30
WS-000498,/campus-map,Parking,cleaning,43,0,2025-08-25T08:00:00+05:30
WS-000499,/explore,LRC,lab,45,0,2025-08-25T10:00:00+05:30
WS-000500,/status,Aryabhatt Bhawan III,lab,68,1,2025-08-25T05:00:00+05:30
WS-000501,/report,Sports Complex,wifi,59,0,2025-08-25T10:00:00+05:30
WS-000502,/campus-map,A2/1,lab,4,0,2025-08-25T13:00:00+05:30
WS-000503,/explore,CL3,parking,85,0,2025-08-25T08:00:00+05:30
WS-000504,/report,Water Points,queue,32,0,2025-08-25T10:00:00+05:30
WS-000505,/status,Sports Complex,projector,23,0,2025-08-25T12:00:00+05:30
WS-000506,/explore,Main Gate,cleaning,71,0,2025-08-25T12:00:00+05:30
WS-000507,/help,H4 Boys Hostel,wifi,63,0,2025-08-25T12:00:00+05:30
WS-000508,/status,Annapurna / Main Mess,wifi,28,1,2025-08-25T13:00:00+05:30
WS-000509,/campus-map,Aryabhatt Bhawan III,water,53,0,2025-08-25T18:00:00+05:30
WS-000510,/status,Sports Complex,queue,41,1,2025-08-25T18:00:00+05:30
WS-000511,/report,Parking,cleaning,26,0,2025-08-25T22:00:00+05:30
WS-000512,/report,A2/2,wifi,50,0,2025-08-25T16:00:00+05:30
WS-000513,/campus-map,A2/1,cleaning,50,0,2025-08-25T18:00:00+05:30
WS-000514,/explore,LRC,cleaning,39,0,2025-08-26T00:00:00+05:30
WS-000515,/report,Aryabhatt Bhawan II,lab,23,0,2025-08-25T22:00:00+05:30
WS-000516,/campus-map,Administration Block,wifi,113,0,2025-08-26T00:00:00+05:30
WS-000517,/campus-map,Administration Block,queue,21,0,2025-08-26T01:00:00+05:30
WS-000518,/status,Water Points,projector,47,0,2025-08-26T00:00:00+05:30
WS-000519,/help,Administration Block,projector,29,0,2025-08-26T06:00:00+05:30
WS-000520,/status,A2/1,queue,28,1,2025-08-26T06:00:00+05:30
WS-000521,/help,A2/2,cleaning,6,0,2025-08-26T01:00:00+05:30
WS-000522,/status,Annapurna / Main Mess,queue,49,1,2025-08-26T06:00:00+05:30
WS-000523,/status,A2/2,lab,21,0,2025-08-26T06:00:00+05:30
WS-000524,/help,Water Points,parking,105,0,2025-08-26T08:00:00+05:30
WS-000525,/campus-map,Administration Block,parking,19,1,2025-08-26T10:00:00+05:30
WS-000526,/status,Annapurna / Main Mess,queue,62,0,2025-08-26T11:00:00+05:30
WS-000527,/explore,A2/1,water,27,0,2025-08-26T14:00:00+05:30
WS-000528,/explore,Administration Block,lab,21,1,2025-08-26T15:00:00+05:30
WS-000529,/campus-map,Auditorium,wifi,33,0,2025-08-26T09:00:00+05:30
WS-000530,/explore,Aryabhatt Bhawan III,cleaning,44,0,2025-08-26T14:00:00+05:30
WS-000531,/report,H5 Boys Hostel,wifi,30,0,2025-08-26T13:00:00+05:30
WS-000532,/campus-map,A2/1,lab,74,0,2025-08-26T18:00:00+05:30
WS-000533,/report,Parking,parking,18,0,2025-08-26T14:00:00+05:30
WS-000534,/help,CL1,parking,22,0,2025-08-26T18:00:00+05:30
WS-000535,/help,A2/2,wifi,21,0,2025-08-26T17:00:00+05:30
WS-000536,/campus-map,Aryabhatt Bhawan III,queue,48,0,2025-08-26T19:00:00+05:30
WS-000537,/campus-map,CL3,projector,20,0,2025-08-26T21:00:00+05:30
WS-000538,/report,CL15,cleaning,41,0,2025-08-26T19:00:00+05:30
WS-000539,/status,Washrooms,queue,35,0,2025-08-26T23:00:00+05:30
WS-000540,/status,Aryabhatt Bhawan II,projector,36,1,2025-08-26T21:00:00+05:30
WS-000541,/report,LRC,wifi,3,0,2025-08-27T02:00:00+05:30
WS-000542,/explore,Administration Block,queue,28,0,2025-08-27T04:00:00+05:30
WS-000543,/help,LRC,wifi,16,0,2025-08-26T23:00:00+05:30
WS-000544,/help,Administration Block,queue,7,0,2025-08-27T00:00:00+05:30
WS-000545,/help,A2/2,parking,53,0,2025-08-27T08:00:00+05:30
WS-000546,/help,Aryabhatt Bhawan II,projector,48,0,2025-08-27T05:00:00+05:30
WS-000547,/explore,Aryabhatt Bhawan III,projector,81,0,2025-08-27T06:00:00+05:30
WS-000548,/campus-map,CL1,cleaning,67,0,2025-08-27T09:00:00+05:30
WS-000549,/report,A2/1,lab,40,0,2025-08-27T08:00:00+05:30
WS-000550,/explore,A2/2,projector,43,1,2025-08-27T07:00:00+05:30
WS-000551,/help,LRC,queue,56,0,2025-08-27T12:00:00+05:30
WS-000552,/help,Washrooms,lab,51,0,2025-08-27T09:00:00+05:30
WS-000553,/campus-map,Main Gate,wifi,25,0,2025-08-27T14:00:00+05:30
WS-000554,/report,CL22,projector,39,0,2025-08-27T16:00:00+05:30
WS-000555,/explore,Parking,cleaning,30,0,2025-08-27T16:00:00+05:30
WS-000556,/help,Auditorium,parking,37,0,2025-08-27T18:00:00+05:30
WS-000557,/campus-map,Sports Complex,queue,15,0,2025-08-27T16:00:00+05:30
WS-000558,/report,Aryabhatt Bhawan II,queue,51,0,2025-08-27T16:00:00+05:30
WS-000559,/status,A2/2,cleaning,53,0,2025-08-27T18:00:00+05:30
WS-000560,/status,A2/1,water,38,0,2025-08-27T17:00:00+05:30
WS-000561,/report,A2/1,lab,59,1,2025-08-27T20:00:00+05:30
WS-000562,/report,ECE Labs,cleaning,102,0,2025-08-27T23:00:00+05:30
WS-000563,/help,CL3,queue,90,0,2025-08-28T02:00:00+05:30
WS-000564,/help,Washrooms,parking,123,0,2025-08-27T21:00:00+05:30
WS-000565,/campus-map,Aryabhatt Bhawan III,parking,44,0,2025-08-28T00:00:00+05:30
WS-000566,/campus-map,Cafeteria / Canteen,lab,67,0,2025-08-28T02:00:00+05:30
WS-000567,/help,Aryabhatt Bhawan III,wifi,111,0,2025-08-28T02:00:00+05:30
WS-000568,/report,H4 Boys Hostel,wifi,7,0,2025-08-28T00:00:00+05:30
WS-000569,/help,Aryabhatt Bhawan II,cleaning,37,0,2025-08-28T04:00:00+05:30
WS-000570,/help,Aryabhatt Bhawan III,projector,115,0,2025-08-28T09:00:00+05:30
WS-000571,/report,H5 Boys Hostel,projector,18,0,2025-08-28T05:00:00+05:30
WS-000572,/status,Washrooms,cleaning,24,0,2025-08-28T06:00:00+05:30
WS-000573,/explore,A2/1,parking,77,0,2025-08-28T07:00:00+05:30
WS-000574,/explore,CL15,parking,23,0,2025-08-28T10:00:00+05:30
WS-000575,/status,Administration Block,queue,27,0,2025-08-28T14:00:00+05:30
WS-000576,/help,Water Points,parking,44,1,2025-08-28T10:00:00+05:30
WS-000577,/help,Auditorium,lab,73,0,2025-08-28T12:00:00+05:30
WS-000578,/help,Annapurna / Main Mess,wifi,26,0,2025-08-28T16:00:00+05:30
WS-000579,/status,ECE Labs,cleaning,117,0,2025-08-28T17:00:00+05:30
WS-000580,/help,Sports Complex,wifi,27,1,2025-08-28T12:00:00+05:30
WS-000581,/campus-map,Main Gate,parking,31,1,2025-08-28T20:00:00+05:30
WS-000582,/campus-map,Main Gate,projector,16,0,2025-08-28T17:00:00+05:30
WS-000583,/explore,CL15,water,9,0,2025-08-28T17:00:00+05:30
WS-000584,/explore,CL1,queue,107,0,2025-08-28T21:00:00+05:30
WS-000585,/report,Cafeteria / Canteen,parking,8,0,2025-08-28T19:00:00+05:30
WS-000586,/status,A2/1,lab,14,0,2025-08-29T01:00:00+05:30
WS-000587,/explore,CL15,wifi,22,0,2025-08-28T23:00:00+05:30
WS-000588,/status,Annapurna / Main Mess,cleaning,42,1,2025-08-29T02:00:00+05:30
WS-000589,/campus-map,Main Gate,projector,71,0,2025-08-28T23:00:00+05:30
WS-000590,/help,Aryabhatt Bhawan II,projector,161,0,2025-08-28T22:00:00+05:30
WS-000591,/campus-map,Administration Block,wifi,27,1,2025-08-29T03:00:00+05:30
WS-000592,/help,Aryabhatt Bhawan III,parking,35,0,2025-08-29T02:00:00+05:30
WS-000593,/help,Auditorium,water,14,1,2025-08-29T07:00:00+05:30
WS-000594,/explore,H5 Boys Hostel,lab,43,0,2025-08-29T05:00:00+05:30
WS-000595,/help,Aryabhatt Bhawan II,projector,19,1,2025-08-29T08:00:00+05:30
WS-000596,/explore,LRC,parking,45,1,2025-08-29T08:00:00+05:30
WS-000597,/report,Cafeteria / Canteen,water,85,0,2025-08-29T12:00:00+05:30
WS-000598,/explore,Water Points,projector,79,0,2025-08-29T07:00:00+05:30
WS-000599,/campus-map,A2/2,cleaning,18,1,2025-08-29T12:00:00+05:30
WS-000600,/help,Aryabhatt Bhawan III,lab,74,0,2025-08-29T11:00:00+05:30
WS-000601,/help,Sports Complex,water,36,0,2025-08-29T09:00:00+05:30
WS-000602,/status,Aryabhatt Bhawan III,cleaning,52,0,2025-08-29T17:00:00+05:30
WS-000603,/campus-map,ECE Labs,parking,22,0,2025-08-29T14:00:00+05:30
WS-000604,/explore,Sports Complex,queue,23,0,2025-08-29T19:00:00+05:30
WS-000605,/status,Main Gate,projector,6,0,2025-08-29T13:00:00+05:30
WS-000606,/report,Main Gate,water,19,0,2025-08-29T21:00:00+05:30
WS-000607,/help,ECE Labs,cleaning,68,0,2025-08-29T21:00:00+05:30
WS-000608,/help,Aryabhatt Bhawan III,lab,21,0,2025-08-29T20:00:00+05:30
WS-000609,/campus-map,Sports Complex,lab,35,0,2025-08-29T20:00:00+05:30
WS-000610,/explore,Aryabhatt Bhawan III,wifi,49,1,2025-08-29T22:00:00+05:30
WS-000611,/help,CL22,queue,55,0,2025-08-30T01:00:00+05:30
WS-000612,/explore,Water Points,queue,38,0,2025-08-30T01:00:00+05:30
WS-000613,/report,CL22,projector,31,0,2025-08-29T23:00:00+05:30
WS-000614,/help,Annapurna / Main Mess,water,69,0,2025-08-30T04:00:00+05:30
WS-000615,/help,Aryabhatt Bhawan II,wifi,68,0,2025-08-29T23:00:00+05:30
WS-000616,/campus-map,Aryabhatt Bhawan II,projector,20,0,2025-08-30T00:00:00+05:30
WS-000617,/status,Auditorium,water,24,0,2025-08-30T06:00:00+05:30
WS-000618,/help,Water Points,parking,49,0,2025-08-30T08:00:00+05:30
WS-000619,/report,Administration Block,parking,38,0,2025-08-30T10:00:00+05:30
WS-000620,/help,Cafeteria / Canteen,water,38,0,2025-08-30T09:00:00+05:30
WS-000621,/status,CL15,water,16,0,2025-08-30T07:00:00+05:30
WS-000622,/report,Aryabhatt Bhawan III,wifi,68,0,2025-08-30T13:00:00+05:30
WS-000623,/explore,Annapurna / Main Mess,parking,14,0,2025-08-30T08:00:00+05:30
WS-000624,/campus-map,Administration Block,cleaning,12,0,2025-08-30T12:00:00+05:30
WS-000625,/explore,A2/1,lab,10,0,2025-08-30T09:00:00+05:30
WS-000626,/explore,CL15,parking,37,0,2025-08-30T10:00:00+05:30
WS-000627,/explore,Water Points,cleaning,41,1,2025-08-30T13:00:00+05:30
WS-000628,/help,Parking,parking,13,0,2025-08-30T15:00:00+05:30
WS-000629,/campus-map,Washrooms,cleaning,31,0,2025-08-30T14:00:00+05:30
WS-000630,/report,CL3,water,10,0,2025-08-30T18:00:00+05:30
WS-000631,/report,CL22,water,23,0,2025-08-30T15:00:00+05:30
WS-000632,/report,LRC,parking,22,0,2025-08-30T21:00:00+05:30
WS-000633,/report,CL22,lab,26,0,2025-08-30T22:00:00+05:30
WS-000634,/status,CL15,parking,144,0,2025-08-30T21:00:00+05:30
WS-000635,/help,Sports Complex,projector,19,0,2025-08-30T20:00:00+05:30
WS-000636,/campus-map,LRC,queue,33,1,2025-08-30T23:00:00+05:30
WS-000637,/campus-map,CL15,cleaning,34,0,2025-08-30T23:00:00+05:30
WS-000638,/status,Aryabhatt Bhawan II,cleaning,17,0,2025-08-31T05:00:00+05:30
WS-000639,/help,Sports Complex,lab,43,0,2025-08-30T23:00:00+05:30
WS-000640,/help,Parking,parking,92,0,2025-08-31T05:00:00+05:30
WS-000641,/campus-map,Annapurna / Main Mess,projector,15,1,2025-08-31T07:00:00+05:30
WS-000642,/help,H5 Boys Hostel,cleaning,34,1,2025-08-31T05:00:00+05:30
WS-000643,/report,CL22,projector,68,0,2025-08-31T06:00:00+05:30
WS-000644,/report,Cafeteria / Canteen,projector,55,0,2025-08-31T04:00:00+05:30
WS-000645,/campus-map,A2/1,cleaning,33,0,2025-08-31T12:00:00+05:30
WS-000646,/status,CL1,queue,42,0,2025-08-31T12:00:00+05:30
WS-000647,/status,Water Points,water,50,0,2025-08-31T11:00:00+05:30
WS-000648,/status,CL3,cleaning,13,1,2025-08-31T09:00:00+05:30
WS-000649,/help,H5 Boys Hostel,parking,77,0,2025-08-31T12:00:00+05:30
WS-000650,/status,LRC,projector,80,0,2025-08-31T11:00:00+05:30
WS-000651,/explore,CL15,projector,46,1,2025-08-31T13:00:00+05:30
WS-000652,/campus-map,Cafeteria / Canteen,projector,33,0,2025-08-31T13:00:00+05:30
WS-000653,/explore,Administration Block,cleaning,12,1,2025-08-31T14:00:00+05:30
