@RELATION campuslens_complaints_v2

@ATTRIBUTE complaint STRING
@ATTRIBUTE facility_type {academic,lab,library,food,hostel,office,common,outdoor,utility,sports}
@ATTRIBUTE hour NUMERIC
@ATTRIBUTE occupancy NUMERIC
@ATTRIBUTE humidity NUMERIC
@ATTRIBUTE impact NUMERIC
@ATTRIBUTE category {Network,Infrastructure,Cleanliness,Canteen,Electrical,Lab_Equipment,Water,Other}

@DATA
'an urgent maintenance check is needed because pedestrian movement is restricted by stored material in g2 without any warning notice while another campus service remains normal at 10:06 case 240',academic,10,69,63,4,Other
'a repeated observation is that the queue extends into the walking area in gh corridor 1 although nearby rooms remain usable and staff assistance has been requested at 11:39 case 241',hostel,11,82,41,1,Canteen
'students report that the air conditioner stops cooling after midday in dining hall the electrical supply needs inspection and the issue lasts more than ten minutes at 8:07 case 242',food,8,82,83,3,Electrical
'during the latest session students are waiting too long for food service in cr201 and several students are affected while another campus service remains normal at 12:27 case 243',academic,12,55,66,2,Canteen
'for the second time this week order processing has stopped at one counter in gh common room and several students are affected and it interrupts scheduled teaching at 14:04 case 244',hostel,14,60,39,1,Canteen
'during the latest session a spill has made the floor slippery in ff6 and several students are affected while another campus service remains normal at 10:03 case 245',academic,10,43,61,3,Cleanliness
'please investigate because several systems freeze during compilation in h4 common room laboratory equipment availability is affected and several students are affected at 8:01 case 246',hostel,8,53,53,3,Lab_Equipment
'a repeated observation is that the nearest water point is not operational in cl3-a and the issue lasts more than ten minutes after normal troubleshooting was attempted at 18:53 case 247',lab,18,75,55,3,Water
'students report that the wifi signal is unstable for several devices in cl3-a the network service is affected and staff assistance has been requested at 10:08 case 248',lab,10,41,48,3,Network
'an urgent maintenance check is needed because a switchboard becomes warm during operation in h4 common room although nearby rooms remain usable and it interrupts scheduled teaching at 18:50 case 249',hostel,18,75,30,3,Electrical
'today we noticed that network coverage disappears near the back rows in g6 the network service is affected although nearby rooms remain usable at 8:43 case 250',academic,8,61,76,1,Network
'for the second time this week the cleaning schedule appears to have been missed in basketball court without any warning notice and the condition has become more frequent at 17:45 case 251',sports,17,48,54,3,Cleanliness
'staff were informed that the writing surface is damaged and difficult to use in ts12 the physical infrastructure needs attention during a regular teaching period at 8:04 case 252',academic,8,83,72,3,Infrastructure
'students report that waste bins are overflowing into the corridor in cs2 after normal troubleshooting was attempted and the issue lasts more than ten minutes at 17:02 case 253',academic,17,16,49,3,Cleanliness
'for the second time this week the lecture-room screen does not lower correctly in academic office the physical infrastructure needs attention after normal troubleshooting was attempted at 15:05 case 254',office,15,63,85,1,Infrastructure
'for the second time this week the cleaning schedule appears to have been missed in g2 although nearby rooms remain usable after normal troubleshooting was attempted at 9:03 case 255',academic,9,48,67,3,Cleanliness
'an urgent maintenance check is needed because the filtration unit shows a service warning in h4 corridor 1 the water service needs attention near the main entrance to the space at 13:15 case 256',hostel,13,83,46,2,Water
'for the second time this week the cleaning schedule appears to have been missed in ts18 this is a hygiene and cleanliness concern although nearby rooms remain usable at 11:24 case 257',academic,11,72,43,4,Cleanliness
'today we noticed that ceiling plaster appears loose near the entrance in cooler b the physical infrastructure needs attention and it interrupts scheduled teaching at 10:31 case 258',utility,10,77,51,1,Infrastructure
'today we noticed that seating capacity is insufficient during the meal break in h4 corridor 2 the food service operation is affected without any warning notice at 12:14 case 260',hostel,12,100,43,5,Canteen
'an urgent maintenance check is needed because signage for the room is missing in ece-201 the physical infrastructure needs attention although nearby rooms remain usable at 12:56 case 261',lab,12,78,43,1,Infrastructure
'during the latest session students cannot authenticate to the wireless network in h4 common room the network service is affected while another campus service remains normal at 18:20 case 262',hostel,18,81,49,1,Network
'staff were informed that the writing surface is damaged and difficult to use in ts18 the physical infrastructure needs attention during a regular teaching period at 12:08 case 263',academic,12,75,78,3,Infrastructure
'please investigate because the service queue is moving very slowly in billing counter and the condition has become more frequent near the main entrance to the space at 17:59 case 264',food,17,75,60,2,Canteen
'for the second time this week the ventilation fan does not start in ts17 during a regular teaching period near the main entrance to the space at 15:51 case 265',academic,15,98,34,3,Electrical
